Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,0.09027602249865875,0.09099226563005505,0.08430487903359178,0.08943963795900345,300912000.0,NVDA
2000-01-04,0.08788702452701748,0.08812637810069478,0.08263303934797142,0.08705155551433563,300480000.0,NVDA
2000-01-05,0.08454426917833133,0.08597675594533952,0.082991640960776,0.08418568968772888,188352000.0,NVDA
2000-01-06,0.08418567887878037,0.08418567887878037,0.07546877991716264,0.07869233936071396,120480000.0,NVDA
2000-01-07,0.0783346413732711,0.0808419495997058,0.07714059332002716,0.08000648766756058,71184000.0,NVDA
2000-01-10,0.08024495082036197,0.08597673448599147,0.07881246441089498,0.08263304084539413,239856000.0,NVDA
2000-01-11,0.08215524217277724,0.0831108457850711,0.07928934693336487,0.07928934693336487,148128000.0,NVDA
2000-01-12,0.07928934161126028,0.07940948302334525,0.07618500860049253,0.07725983113050461,123552000.0,NVDA
2000-01-13,0.07714063541711902,0.08120057320066577,0.0761850315807222,0.08048341423273087,132192000.0,NVDA
2000-01-14,0.08167836133281318,0.0872900036928033,0.08143900091707963,0.08394630998373032,604560000.0,NVDA
2000-01-18,0.0850211298330283,0.08788702504728288,0.08120055344514648,0.08752936124801636,261648000.0,NVDA
2000-01-19,0.08788702990226328,0.08788702990226328,0.08597673818638724,0.08669298142194748,164688000.0,NVDA
2000-01-20,0.08741012159202466,0.0921863008278881,0.08573827505672764,0.08645451813936234,179568000.0,NVDA
2000-01-21,0.08621518719523338,0.08657376662917621,0.08334929168354162,0.08549894392490387,544272000.0,NVDA
2000-01-24,0.08824561469453589,0.08824561469453589,0.08120056287732544,0.0816783681511879,256944000.0,NVDA
2000-01-25,0.08203602781765339,0.08287241255699972,0.07833467670151315,0.0809612050652504,237120000.0,NVDA
2000-01-26,0.08096119748618051,0.0831108496225677,0.07618501723193485,0.07761750370264053,232464000.0,NVDA
2000-01-27,0.07821451689432318,0.07821451689432318,0.0706916681591732,0.07355756312608719,458208000.0,NVDA
2000-01-28,0.07260289410646764,0.07308069257518526,0.06854295660393539,0.07140884548425674,194448000.0,NVDA
2000-01-31,0.07176652693599678,0.0733191553979099,0.0668711259033406,0.07081184536218643,182400000.0,NVDA
2000-02-01,0.07093105881193558,0.07308070472908484,0.06830360751378782,0.07248276472091675,92976000.0,NVDA
2000-02-02,0.07284130575601072,0.0759465607945814,0.07248272642667372,0.07451315224170685,149040000.0,NVDA
2000-02-03,0.07690126119959614,0.07845388911078355,0.07522941429190565,0.07570721954107285,108240000.0,NVDA
2000-02-04,0.07809531121986786,0.07809531121986786,0.0759465814512803,0.07749828696250916,123696000.0,NVDA
2000-02-07,0.0778568510813703,0.0778568510813703,0.07260287329545449,0.07272209227085114,217488000.0,NVDA
2000-02-08,0.0745131854935683,0.07881248380785394,0.07260290022257675,0.07618503272533417,468816000.0,NVDA
2000-02-09,0.0790509281822202,0.08036419591636339,0.07797610531862018,0.07809532433748245,589056000.0,NVDA
2000-02-10,0.08287240806757606,0.09553001803528184,0.08287240806757606,0.09409661591053009,970080000.0,NVDA
2000-02-11,0.09875359380727992,0.09887373526604537,0.0886042130980021,0.09553004056215286,423792000.0,NVDA
2000-02-14,0.09576846160770204,0.1108141615986824,0.09481285792617301,0.1108141615986824,650112000.0,NVDA
2000-02-15,0.11105350695715223,0.1111727259394761,0.1019780302559133,0.10651576519012451,450480000.0,NVDA
2000-02-16,0.10770981142861744,0.11511344127591404,0.10651576310269058,0.11141116172075272,1019568000.0,NVDA
2000-02-17,0.11129196321626472,0.116069059330623,0.10962011623259184,0.11535190045833588,535776000.0,NVDA
2000-02-18,0.11368000064169206,0.13039845587567328,0.11284453875332762,0.12872661650180817,960864000.0,NVDA
2000-02-22,0.12466672653076455,0.12633765091578333,0.12036742245462609,0.1251436024904251,542496000.0,NVDA
2000-02-23,0.12371110565125346,0.1271740179797118,0.12215848478963068,0.12586075067520142,511392000.0,NVDA
2000-02-24,0.12657698190726407,0.12741244386049844,0.11941179147537857,0.12466669082641602,244320000.0,NVDA
2000-02-25,0.12478593197782378,0.12478593197782378,0.11176974510086046,0.11690449714660645,278736000.0,NVDA
2000-02-28,0.11630749409088602,0.11750154260319437,0.11415785556191485,0.11606905609369278,517872000.0,NVDA
2000-02-29,0.11535191717234151,0.12371114646910539,0.11535191717234151,0.12227774411439896,306048000.0,NVDA
2000-03-01,0.12227775704161542,0.12227775704161542,0.11678533187360468,0.11869562417268753,383568000.0,NVDA
2000-03-02,0.11965117353528174,0.11965117353528174,0.11033726555415212,0.11069492250680923,191040000.0,NVDA
2000-03-03,0.11081416528861385,0.11368005399827745,0.10985947717283075,0.11248601227998734,273696000.0,NVDA
2000-03-06,0.11320316017951626,0.12180083914052031,0.11081415454418791,0.11176975816488266,432096000.0,NVDA
2000-03-07,0.1432945561627105,0.16669948216917374,0.13708497416264578,0.15917663276195526,1952208000.0,NVDA
2000-03-08,0.15908675449932053,0.16192328887529936,0.1475938344349193,0.16048988699913025,668736000.0,NVDA
2000-03-09,0.16240025394372493,0.20634423438602215,0.16192336413885008,0.19162684679031372,952944000.0,NVDA
2000-03-10,0.20156795721497764,0.2770357980537713,0.20013455535051305,0.22544977068901062,2161200000.0,NVDA
2000-03-13,0.20443392843452132,0.28658918378836784,0.2025227207443433,0.2851566970348358,2415168000.0,NVDA
2000-03-14,0.28360397903694123,0.28360397903694123,0.20634414649991326,0.21040408313274384,1567776000.0,NVDA
2000-03-15,0.2254801258917105,0.23130179690171834,0.19488065844334526,0.20180648565292358,995616000.0,NVDA
2000-03-16,0.20825444085986433,0.21541963308745918,0.17696899573906325,0.17992384731769562,750384000.0,NVDA
2000-03-17,0.17577496542172466,0.20443387652329822,0.17574469604301962,0.19082066416740417,557616000.0,NVDA
2000-03-20,0.1983434616347926,0.2046722609388995,0.18461103388397018,0.19070139527320862,365280000.0,NVDA
2000-03-21,0.19105907812591308,0.19273091788025137,0.16622166895902712,0.1812673658132553,536640000.0,NVDA
2000-03-22,0.1827008225365497,0.18819324667632553,0.1795955663761541,0.1825816035270691,230592000.0,NVDA
2000-03-23,0.18090978582018763,0.19583627117544908,0.1805512131223447,0.18580518662929535,309408000.0,NVDA
2000-03-24,0.18461109538819673,0.1929703231393803,0.1719534788973965,0.17804384231567383,231600000.0,NVDA
2000-03-27,0.17768525244837569,0.18341704316113147,0.16478921189110585,0.1663409173488617,388944000.0,NVDA
2000-03-28,0.16060915123338446,0.16240022421804146,0.15093665470251955,0.1539226919412613,393312000.0,NVDA
2000-03-29,0.1545196741955137,0.15810181950625293,0.13756278156417234,0.14377236366271973,469440000.0,NVDA
2000-03-30,0.1394730490904435,0.15619151615210888,0.1346968693664351,0.14293596148490906,361920000.0,NVDA
2000-03-31,0.15269832266565483,0.1678935077843479,0.14998192301248217,0.1614152193069458,962976000.0,NVDA
2000-04-03,0.15995247571455584,0.16048989039622932,0.1446078147641085,0.14878788590431213,329952000.0,NVDA
2000-04-04,0.15666840064427276,0.15929583714957118,0.10890385133462388,0.1432945430278778,513792000.0,NVDA
2000-04-05,0.14472796201535745,0.18628292797834628,0.13732433139991557,0.1751779466867447,639600000.0,NVDA
2000-04-06,0.183297798037529,0.19261170551203863,0.1745809010490666,0.183297798037529,404592000.0,NVDA
2000-04-07,0.19249251276231988,0.2006123867054738,0.18437263881916596,0.19595542550086975,318576000.0,NVDA
2000-04-10,0.19929911425940033,0.21088190065132736,0.17493857744188676,0.17864085733890533,395280000.0,NVDA
2000-04-11,0.16619145422957257,0.1815067790391716,0.1528478621170732,0.16801278293132782,457584000.0,NVDA
2000-04-12,0.1682520925525656,0.1719534425962305,0.14998192175228245,0.15057894587516785,313440000.0,NVDA
2000-04-13,0.1517729584117348,0.15714616107166518,0.14162267519647834,0.14412997663021088,313296000.0,NVDA
2000-04-14,0.13493541140490822,0.14532507114692914,0.12514367816898828,0.13144314289093018,421920000.0,NVDA
2000-04-17,0.1203674145390742,0.14329454762538973,0.1203674145390742,0.13815978169441223,294096000.0,NVDA
2000-04-18,0.15207104772918542,0.17147564441197807,0.1475938312571281,0.1626395285129547,477504000.0,NVDA
2000-04-19,0.16777430342480545,0.17004316749541679,0.1528478243266936,0.15487733483314514,278352000.0,NVDA
2000-04-20,0.15905745088429418,0.16204257262572644,0.15189227043845324,0.15404191613197327,153936000.0,NVDA
2000-04-24,0.14520486825420467,0.1516538047394545,0.1387568337009121,0.14639891684055328,205968000.0,NVDA
2000-04-25,0.15296704537094669,0.1671772814972352,0.1526084728185857,0.16240018606185913,249696000.0,NVDA
2000-04-26,0.17374455447471226,0.17768525895580103,0.16048991351905173,0.1607283651828766,254112000.0,NVDA
2000-04-27,0.14998193878041474,0.1755355935972661,0.14914556102127105,0.1738637536764145,280992000.0,NVDA
2000-04-28,0.17661046586850251,0.18341707352112402,0.17028166353702545,0.17028166353702545,179040000.0,NVDA
2000-05-01,0.17672965784406924,0.1805511568996199,0.1715948913037669,0.1757749766111374,119424000.0,NVDA
2000-05-02,0.1757749864913634,0.18604450648357818,0.16407205067445033,0.16896837949752808,234000000.0,NVDA
2000-05-03,0.16789354820691568,0.17338688758531884,0.15284784781349178,0.1662217080593109,329184000.0,NVDA
2000-05-04,0.1658631128273987,0.17529716992845032,0.16443062635814817,0.1682521253824234,241200000.0,NVDA
2000-05-05,0.16753493577755726,0.18007333179044496,0.16526607171259938,0.17601339519023895,170592000.0,NVDA
2000-05-08,0.17147564244919006,0.1776852237349156,0.16932599750451982,0.1695653647184372,185136000.0,NVDA
2000-05-09,0.1724312903932932,0.17386377693731903,0.16240020852924397,0.16717730462551117,176832000.0,NVDA
2000-05-10,0.1655054456445624,0.16562466463246384,0.14926478298859452,0.15069818496704102,274080000.0,NVDA
2000-05-11,0.15284781142235238,0.15989285467177464,0.15081738548990245,0.15714618563652039,245904000.0,NVDA
2000-05-12,0.16144555182332826,0.17004321918856463,0.15237006545066833,0.15237006545066833,187824000.0,NVDA
2000-05-15,0.15165380625280472,0.16550547240635,0.1442501747168968,0.16287802159786224,282096000.0,NVDA
2000-05-16,0.17004318443545513,0.18473031143256782,0.1681319771245563,0.17959554493427277,366432000.0,NVDA
2000-05-17,0.18914883974512564,0.2190018038690345,0.18902962073808294,0.2111203670501709,1290624000.0,NVDA
2000-05-18,0.21231442581142582,0.2157773390952336,0.19547765104103257,0.1967909187078476,509904000.0,NVDA
2000-05-19,0.1910591452227604,0.2015680199281588,0.18962665850999227,0.19511908292770386,521184000.0,NVDA
2000-05-22,0.19297036892332858,0.20777763426303864,0.17589423871240376,0.20777763426303864,517152000.0,NVDA
2000-05-23,0.20252269131962022,0.22533059549061815,0.19917991295927795,0.20610573887825012,778560000.0,NVDA
2000-05-24,0.20586637367951482,0.20921006744904075,0.1762527661914114,0.20347827672958374,739632000.0,NVDA
2000-05-25,0.20646334460055016,0.2187632870222578,0.198105021099853,0.20061233639717102,569184000.0,NVDA
2000-05-26,0.20162761211395264,0.2071796451861441,0.18914882411486653,0.20162761211395264,183456000.0,NVDA
2000-05-30,0.20706039035861723,0.215180263651394,0.206105709220122,0.2099262923002243,303648000.0,NVDA
2000-05-31,0.20921005667238513,0.2216292206255338,0.20921005667238513,0.218046173453331,469536000.0,NVDA
2000-06-01,0.2244951325209957,0.22652464333123193,0.21852398789638977,0.22413654625415802,418992000.0,NVDA
2000-06-02,0.22879344612233254,0.2541086731486622,0.22879344612233254,0.2513629198074341,592176000.0,NVDA
2000-06-05,0.25100444213484274,0.26939382574655046,0.2409733723234605,0.25676557421684265,491904000.0,NVDA
2000-06-06,0.2576917377248575,0.2672440967962277,0.24264511112982604,0.24395930767059326,375888000.0,NVDA
2000-06-07,0.24216830028388425,0.24419781123451406,0.229509766888521,0.23309281468391418,332352000.0,NVDA
2000-06-08,0.2390629839329819,0.2393023238099483,0.22544975973872455,0.23488381505012512,460704000.0,NVDA
2000-06-09,0.23930234542956436,0.25219841209281857,0.235719298417417,0.24157029390335083,467280000.0,NVDA
2000-06-12,0.24264515826231772,0.24467559832508318,0.2297491170711024,0.23512230813503265,380016000.0,NVDA
2000-06-13,0.22855503660013446,0.24264512435464175,0.22736098823472622,0.24252590537071228,447840000.0,NVDA
2000-06-14,0.24706365024563956,0.24837689020726758,0.23909325202528353,0.24228745698928833,275088000.0,NVDA
2000-06-15,0.2415703047461757,0.2486162781715393,0.22855504584659947,0.2486162781715393,338592000.0,NVDA
2000-06-16,0.24772034676373153,0.2865891601273867,0.24766070992792774,0.28611135482788086,987840000.0,NVDA
2000-06-19,0.2853950921042937,0.3271894146643829,0.278229898956693,0.3040229380130768,1052160000.0,NVDA
2000-06-20,0.3092778499739012,0.31285996837345265,0.2961424410268723,0.29996299743652344,610272000.0,NVDA
2000-06-21,0.29530596825688044,0.3362648186897253,0.29530596825688044,0.330412894487381,614880000.0,NVDA
2000-06-22,0.3289805285976866,0.3357871363301945,0.3092778780219441,0.31238219141960144,614352000.0,NVDA
2000-06-23,0.30402275722654,0.307844240495776,0.2827674869514351,0.28288760781288147,607392000.0,NVDA
2000-06-26,0.28849949087923055,0.31883026488956306,0.28396176114953253,0.3170391917228699,618288000.0,NVDA
