Date,Open,High,Low,Close,Volume,Ticker,Pct_Change,MA7,MA30,RSI,Momentum,Volatility
2000-10-27,3189.0,3314.0,3133.5,3222.5,66885.0,NQ=F,-0.0015491866769945517,3337.3571428571427,3445.2833333333333,45.78633045786331,-48.0,134.96980114908095
2000-10-30,3220.0,3234.0,3062.0,3107.5,73396.0,NQ=F,-0.035686578743211794,3288.8571428571427,3427.0833333333335,48.167539267015705,-208.5,147.76441460047968
2000-10-31,3108.5,3338.0,3100.0,3298.0,71326.0,NQ=F,0.061303298471440115,3260.0714285714284,3410.2166666666667,55.46456692913386,128.0,142.69162554263733
2000-11-01,3299.5,3344.0,3205.0,3267.5,74851.0,NQ=F,-0.009248029108550604,3231.0,3390.7,57.17532467532468,112.5,134.89449581061572
2000-11-02,3263.5,3361.5,3229.5,3316.5,57125.0,NQ=F,0.014996174445294663,3227.285714285714,3375.75,51.684981684981686,-130.5,125.44560574209139
2000-11-03,3328.0,3387.0,3297.0,3353.0,45893.0,NQ=F,0.011005578169757335,3256.0714285714284,3361.65,51.36430678466076,-146.5,105.24000348410097
2000-11-06,3353.0,3400.0,3311.0,3331.0,42959.0,NQ=F,-0.006561288398449161,3270.8571428571427,3350.1833333333334,56.53409090909091,-140.0,83.432690768602
2000-11-07,3336.5,3342.5,3238.5,3314.0,56778.0,NQ=F,-0.005103572500750553,3283.9285714285716,3340.266666666667,56.44246353322528,-28.5,80.81350272214728
2000-11-08,3313.5,3375.5,3051.5,3061.0,75253.0,NQ=F,-0.07634278817139406,3277.285714285714,3320.8,33.84937238493724,-90.5,97.5181037323627
2000-11-09,3069.5,3107.5,2940.0,3058.0,85910.0,NQ=F,-0.0009800718719372714,3243.0,3297.4666666666667,30.728939327804454,-169.5,114.99850240570915
2000-11-10,3065.0,3073.0,2892.0,2893.0,66765.0,NQ=F,-0.0539568345323741,3189.5,3273.2,27.45709828393136,-329.5,157.61723150298974
2000-11-13,2858.0,2993.0,2755.0,2829.0,86903.0,NQ=F,-0.02212236432768755,3119.8571428571427,3249.883333333333,28.911704312114992,-278.5,195.75761656815527
2000-11-14,2826.0,3068.0,2825.0,3057.5,72323.0,NQ=F,0.08077059031459877,3077.6428571428573,3238.5666666666666,46.254980079681275,-240.5,193.3298060023063
2000-11-15,3045.0,3116.5,3116.5,3116.5,68294.0,NQ=F,0.019296811120196322,3047.0,3226.5333333333333,45.51696284329564,-151.0,188.80758135673028
2000-11-16,3116.5,3116.5,2932.5,2939.0,137024.0,NQ=F,-0.056954917375260705,2993.4285714285716,3208.4166666666665,39.95037220843672,-377.5,185.74477710617563
2000-11-17,2940.0,3029.5,2859.5,2939.5,68512.0,NQ=F,0.00017012589316101057,2976.0714285714284,3194.483333333333,43.51851851851852,-413.5,167.0640346294421
